gas_name,gas_year,gas_month,gas_average
Carbon D(O18/O16),2009,3,-0.471
Carbon D(O18/O16),2009,4,-0.293
Carbon D(O18/O16),2009,5,-0.273
Carbon D(O18/O16),2009,6,-0.342
Carbon D(O18/O16),2009,7,-0.519
Carbon D(O18/O16),2009,8,-0.942
Carbon D(O18/O16),2009,9,-1.303
Carbon D(O18/O16),2009,10,-1.306
Carbon D(O18/O16),2009,11,-1.134
Carbon D(O18/O16),2009,12,-0.972
Carbon D(O18/O16),2010,1,-0.844
Carbon D(O18/O16),2010,2,-0.726
Carbon D(O18/O16),2010,3,-0.545
Carbon D(O18/O16),2010,4,-0.39
Carbon D(O18/O16),2010,5,-0.477
Carbon D(O18/O16),2010,6,-0.715
Carbon D(O18/O16),2010,7,-0.976
Carbon D(O18/O16),2010,8,-1.351
Carbon D(O18/O16),2010,9,-1.579
Carbon D(O18/O16),2010,10,-1.508
Carbon D(O18/O16),2010,11,-1.358
Carbon D(O18/O16),2010,12,-1.233
Carbon D(O18/O16),2011,1,-1.023
Carbon D(O18/O16),2011,2,-0.761
Carbon D(O18/O16),2011,3,-0.539
Carbon D(O18/O16),2011,4,-0.417
Carbon D(O18/O16),2011,5,-0.465
Carbon D(O18/O16),2011,6,-0.526
Carbon D(O18/O16),2011,7,-0.587
Carbon D(O18/O16),2011,8,-0.904
Carbon D(O18/O16),2011,9,-1.304
Carbon D(O18/O16),2011,10,-1.429
Carbon D(O18/O16),2011,11,-1.342
Carbon D(O18/O16),2011,12,-1.16
Carbon D(O18/O16),2012,1,-0.876
Carbon D(O18/O16),2012,2,-0.627
Carbon D(O18/O16),2012,3,-0.477
Carbon D(O18/O16),2012,4,-0.434
Carbon D(O18/O16),2012,5,-0.52
Carbon D(O18/O16),2012,6,-0.517
Carbon D(O18/O16),2012,7,-0.435
Carbon D(O18/O16),2012,8,-0.582
Carbon D(O18/O16),2012,9,-0.862
Carbon D(O18/O16),2012,10,-1.04
Carbon D(O18/O16),2012,11,-1.066
Carbon D(O18/O16),2012,12,-0.966
Carbon D(O18/O16),2013,1,-0.75
Carbon D(O18/O16),2013,2,-0.546
Carbon D(O18/O16),2013,3,-0.37
Carbon D(O18/O16),2013,4,-0.294
Carbon D(O18/O16),2013,5,-0.405
Carbon D(O18/O16),2013,6,-0.477
Carbon D(O18/O16),2013,7,-0.474
Carbon D(O18/O16),2013,8,-0.689
Carbon D(O18/O16),2013,9,-1.095
Carbon D(O18/O16),2013,10,-1.342
Carbon D(O18/O16),2013,11,-1.358
Carbon D(O18/O16),2013,12,-1.182
Carbon D(O18/O16),2014,1,-0.903
Carbon D(O18/O16),2014,2,-0.7
Carbon D(O18/O16),2014,3,-0.508
Carbon D(O18/O16),2014,4,-0.356
Carbon D(O18/O16),2014,5,-0.338
Carbon D(O18/O16),2014,6,-0.367
Carbon D(O18/O16),2014,7,-0.469
Carbon D(O18/O16),2014,8,-0.774
Carbon D(O18/O16),2014,9,-1.133
Carbon D(O18/O16),2014,10,-1.21
Carbon D(O18/O16),2014,11,-1.116
Carbon D(O18/O16),2014,12,-0.967
