gas_name,gas_year,gas_month,gas_average
Carbon Dioxide,1975,12,336.22
Carbon Dioxide,1976,1,337.44
Carbon Dioxide,1976,2,337.83
Carbon Dioxide,1976,3,338.45
Carbon Dioxide,1976,4,338.77
Carbon Dioxide,1976,5,337.99
Carbon Dioxide,1976,6,335.56
Carbon Dioxide,1976,7,330.4
Carbon Dioxide,1976,8,324.73
Carbon Dioxide,1976,9,325.2
Carbon Dioxide,1976,10,329.27
Carbon Dioxide,1976,11,333.2
Carbon Dioxide,1976,12,336.16
Carbon Dioxide,1977,1,337.63
Carbon Dioxide,1977,2,337.71
Carbon Dioxide,1977,3,338.35
Carbon Dioxide,1977,4,339.32
Carbon Dioxide,1977,5,339.66
Carbon Dioxide,1977,6,337.6
Carbon Dioxide,1977,7,332.01
Carbon Dioxide,1977,8,326.54
Carbon Dioxide,1977,9,326.41
Carbon Dioxide,1977,10,330.05
Carbon Dioxide,1977,11,334.54
Carbon Dioxide,1977,12,337.36
Carbon Dioxide,1978,1,339.86
Carbon Dioxide,1978,2,341.09
Carbon Dioxide,1978,3,341.01
Carbon Dioxide,1978,4,341.06
Carbon Dioxide,1978,5,340.97
Carbon Dioxide,1978,6,339.34
Carbon Dioxide,1978,7,333.09
Carbon Dioxide,1978,8,327.12
Carbon Dioxide,1978,9,327.45
Carbon Dioxide,1978,10,332.57
Carbon Dioxide,1978,11,337.21
Carbon Dioxide,1978,12,338.9
Carbon Dioxide,1979,1,339.98
Carbon Dioxide,1979,2,341.19
Carbon Dioxide,1979,3,342.05
Carbon Dioxide,1979,4,342.34
Carbon Dioxide,1979,5,343.28
Carbon Dioxide,1979,6,341.78
Carbon Dioxide,1979,7,333.52
Carbon Dioxide,1979,8,327.12
Carbon Dioxide,1979,9,328.57
Carbon Dioxide,1979,10,333.95
Carbon Dioxide,1979,11,337.53
Carbon Dioxide,1979,12,338.79
Carbon Dioxide,1980,1,341.11
Carbon Dioxide,1980,2,342.76
Carbon Dioxide,1980,3,343.48
Carbon Dioxide,1980,4,344.64
Carbon Dioxide,1980,5,345.38
Carbon Dioxide,1980,6,342.93
Carbon Dioxide,1980,7,337.25
Carbon Dioxide,1980,8,332.58
Carbon Dioxide,1980,9,332.81
Carbon Dioxide,1980,10,337.16
Carbon Dioxide,1980,11,340.42
Carbon Dioxide,1980,12,343.14
Carbon Dioxide,1981,1,344.92
Carbon Dioxide,1981,2,345.51
Carbon Dioxide,1981,3,345.64
Carbon Dioxide,1981,4,346.13
Carbon Dioxide,1981,5,346.69
Carbon Dioxide,1981,6,343.91
Carbon Dioxide,1981,7,336.42
Carbon Dioxide,1981,8,331.05
Carbon Dioxide,1981,9,333.33
Carbon Dioxide,1981,10,338.47
Carbon Dioxide,1981,11,342.26
Carbon Dioxide,1981,12,344.73
Carbon Dioxide,1982,1,346.15
Carbon Dioxide,1982,2,347.13
Carbon Dioxide,1982,3,347.7
Carbon Dioxide,1982,4,347.48
Carbon Dioxide,1982,5,347.54
Carbon Dioxide,1982,6,345.13
Carbon Dioxide,1982,7,339.47
Carbon Dioxide,1982,8,333.37
Carbon Dioxide,1982,9,333.1
Carbon Dioxide,1982,10,337.82
Carbon Dioxide,1982,11,342.5
Carbon Dioxide,1982,12,345.12
Carbon Dioxide,1983,1,346.76
Carbon Dioxide,1983,2,347.41
Carbon Dioxide,1983,3,347.85
Carbon Dioxide,1983,4,348.06
Carbon Dioxide,1983,5,348.46
Carbon Dioxide,1983,6,346.91
Carbon Dioxide,1983,7,340.96
Carbon Dioxide,1983,8,334.12
Carbon Dioxide,1983,9,334.06
Carbon Dioxide,1983,10,340.63
Carbon Dioxide,1983,11,345.82
Carbon Dioxide,1983,12,347.23
Carbon Dioxide,1984,1,349.15
Carbon Dioxide,1984,2,350.55
Carbon Dioxide,1984,3,350.11
Carbon Dioxide,1984,4,349.83
Carbon Dioxide,1984,5,350.5
Carbon Dioxide,1984,6,348.73
Carbon Dioxide,1984,7,341.61
Carbon Dioxide,1984,8,335.92
Carbon Dioxide,1984,9,337.16
Carbon Dioxide,1984,10,341.46
Carbon Dioxide,1984,11,344.88
Carbon Dioxide,1984,12,348.17
Carbon Dioxide,1985,1,349.59
Carbon Dioxide,1985,2,349.52
Carbon Dioxide,1985,3,350.47
Carbon Dioxide,1985,4,351.87
Carbon Dioxide,1985,5,352.38
Carbon Dioxide,1985,6,350.39
Carbon Dioxide,1985,7,343.85
Carbon Dioxide,1985,8,337.35
Carbon Dioxide,1985,9,338.5
Carbon Dioxide,1985,10,344.1
Carbon Dioxide,1985,11,347.43
Carbon Dioxide,1985,12,349.02
Carbon Dioxide,1986,1,350.8
Carbon Dioxide,1986,2,352.85
Carbon Dioxide,1986,3,353.56
Carbon Dioxide,1986,4,353.24
Carbon Dioxide,1986,5,353.3
Carbon Dioxide,1986,6,350.58
Carbon Dioxide,1986,7,343.47
Carbon Dioxide,1986,8,338.78
Carbon Dioxide,1986,9,341.95
Carbon Dioxide,1986,10,347.6
Carbon Dioxide,1986,11,350.2
Carbon Dioxide,1986,12,352.16
Carbon Dioxide,1987,1,353.27
Carbon Dioxide,1987,2,353.78
Carbon Dioxide,1987,3,354.29
Carbon Dioxide,1987,4,354.58
Carbon Dioxide,1987,5,355.22
Carbon Dioxide,1987,6,353.16
Carbon Dioxide,1987,7,346.18
Carbon Dioxide,1987,8,340.36
Carbon Dioxide,1987,9,341.42
Carbon Dioxide,1987,10,345.73
Carbon Dioxide,1987,11,349.87
Carbon Dioxide,1987,12,353.14
Carbon Dioxide,1988,1,355.8
Carbon Dioxide,1988,2,357.22
Carbon Dioxide,1988,3,357.54
Carbon Dioxide,1988,4,358.04
Carbon Dioxide,1988,5,357.87
Carbon Dioxide,1988,6,354.87
Carbon Dioxide,1988,7,348.57
Carbon Dioxide,1988,8,343.53
Carbon Dioxide,1988,9,345.64
Carbon Dioxide,1988,10,351.05
Carbon Dioxide,1988,11,355.44
Carbon Dioxide,1988,12,358.33
Carbon Dioxide,1989,1,359.26
Carbon Dioxide,1989,2,358.92
Carbon Dioxide,1989,3,360.02
Carbon Dioxide,1989,4,360.36
Carbon Dioxide,1989,5,359.73
Carbon Dioxide,1989,6,358.53
Carbon Dioxide,1989,7,350.57
Carbon Dioxide,1989,8,342.8
Carbon Dioxide,1989,9,344.89
Carbon Dioxide,1989,10,351.41
Carbon Dioxide,1989,11,356.39
Carbon Dioxide,1989,12,359.46
Carbon Dioxide,1990,1,360.78
Carbon Dioxide,1990,2,361.31
Carbon Dioxide,1990,3,361.9
Carbon Dioxide,1990,4,361.82
Carbon Dioxide,1990,5,361.57
Carbon Dioxide,1990,6,357.56
Carbon Dioxide,1990,7,349.23
Carbon Dioxide,1990,8,344.72
Carbon Dioxide,1990,9,346.76
Carbon Dioxide,1990,10,352.56
Carbon Dioxide,1990,11,356.89
Carbon Dioxide,1990,12,360.13
Carbon Dioxide,1991,1,361.93
Carbon Dioxide,1991,2,361.87
Carbon Dioxide,1991,3,362.28
Carbon Dioxide,1991,4,362.32
Carbon Dioxide,1991,5,362.02
Carbon Dioxide,1991,6,360.61
Carbon Dioxide,1991,7,354.22
Carbon Dioxide,1991,8,347.03
Carbon Dioxide,1991,9,348.35
Carbon Dioxide,1991,10,355.08
Carbon Dioxide,1991,11,358.58
Carbon Dioxide,1991,12,360.58
Carbon Dioxide,1992,1,362.03
Carbon Dioxide,1992,2,362.19
Carbon Dioxide,1992,3,362.56
Carbon Dioxide,1992,4,362.93
Carbon Dioxide,1992,5,362.77
Carbon Dioxide,1992,6,360.64
Carbon Dioxide,1992,7,353.85
Carbon Dioxide,1992,8,347.38
Carbon Dioxide,1992,9,348.57
Carbon Dioxide,1992,10,353
Carbon Dioxide,1992,11,357.06
Carbon Dioxide,1992,12,361
Carbon Dioxide,1993,1,362.66
Carbon Dioxide,1993,2,362.81
Carbon Dioxide,1993,3,363.47
Carbon Dioxide,1993,4,363.85
Carbon Dioxide,1993,5,363.59
Carbon Dioxide,1993,6,359.69
Carbon Dioxide,1993,7,352.32
Carbon Dioxide,1993,8,348.06
Carbon Dioxide,1993,9,350.11
Carbon Dioxide,1993,10,354.27
Carbon Dioxide,1993,11,358.74
Carbon Dioxide,1993,12,361.43
Carbon Dioxide,1994,1,362.79
Carbon Dioxide,1994,2,364.42
Carbon Dioxide,1994,3,365.04
Carbon Dioxide,1994,4,364.33
Carbon Dioxide,1994,5,364.55
Carbon Dioxide,1994,6,362.19
Carbon Dioxide,1994,7,354.37
Carbon Dioxide,1994,8,348.19
Carbon Dioxide,1994,9,350.71
Carbon Dioxide,1994,10,356.65
Carbon Dioxide,1994,11,361.77
Carbon Dioxide,1994,12,364.43
Carbon Dioxide,1995,1,365.82
Carbon Dioxide,1995,2,366.82
Carbon Dioxide,1995,3,366.73
Carbon Dioxide,1995,4,366.48
Carbon Dioxide,1995,5,366.32
Carbon Dioxide,1995,6,363.79
Carbon Dioxide,1995,7,356.54
Carbon Dioxide,1995,8,351.57
Carbon Dioxide,1995,9,353.22
Carbon Dioxide,1995,10,358.15
Carbon Dioxide,1995,11,363.68
Carbon Dioxide,1995,12,366.16
Carbon Dioxide,1996,1,366.98
Carbon Dioxide,1996,2,368.32
Carbon Dioxide,1996,3,368.19
Carbon Dioxide,1996,4,368.28
Carbon Dioxide,1996,5,369.64
Carbon Dioxide,1996,6,368.4
Carbon Dioxide,1996,7,362.07
Carbon Dioxide,1996,8,354.88
Carbon Dioxide,1996,9,355.66
Carbon Dioxide,1996,10,361.2
Carbon Dioxide,1996,11,363.81
Carbon Dioxide,1996,12,366.35
Carbon Dioxide,1997,1,369.07
Carbon Dioxide,1997,2,369.38
Carbon Dioxide,1997,3,369.01
Carbon Dioxide,1997,4,369.82
Carbon Dioxide,1997,5,370.74
Carbon Dioxide,1997,6,368.06
Carbon Dioxide,1997,7,359.24
Carbon Dioxide,1997,8,354.68
Carbon Dioxide,1997,9,357.76
Carbon Dioxide,1997,10,362.23
Carbon Dioxide,1997,11,365.74
Carbon Dioxide,1997,12,368.05
Carbon Dioxide,1998,1,369.28
Carbon Dioxide,1998,2,370.45
Carbon Dioxide,1998,3,371.16
Carbon Dioxide,1998,4,371.1
Carbon Dioxide,1998,5,371.75
Carbon Dioxide,1998,6,369.99
Carbon Dioxide,1998,7,362.54
Carbon Dioxide,1998,8,357.35
Carbon Dioxide,1998,9,360.07
Carbon Dioxide,1998,10,364.86
Carbon Dioxide,1998,11,369.12
Carbon Dioxide,1998,12,373.05
Carbon Dioxide,1999,1,374.25
Carbon Dioxide,1999,2,373.89
Carbon Dioxide,1999,3,374.25
Carbon Dioxide,1999,4,374.74
Carbon Dioxide,1999,5,375.51
Carbon Dioxide,1999,6,372.39
Carbon Dioxide,1999,7,364.53
Carbon Dioxide,1999,8,359.12
Carbon Dioxide,1999,9,360.48
Carbon Dioxide,1999,10,365.45
Carbon Dioxide,1999,11,371.45
Carbon Dioxide,1999,12,373.91
Carbon Dioxide,2000,1,375.08
Carbon Dioxide,2000,2,375.75
Carbon Dioxide,2000,3,375.17
Carbon Dioxide,2000,4,375.4
Carbon Dioxide,2000,5,376.47
Carbon Dioxide,2000,6,373.78
Carbon Dioxide,2000,7,365.71
Carbon Dioxide,2000,8,360.02
Carbon Dioxide,2000,9,361.82
Carbon Dioxide,2000,10,366.89
Carbon Dioxide,2000,11,370.88
Carbon Dioxide,2000,12,373.49
Carbon Dioxide,2001,1,375.34
Carbon Dioxide,2001,2,376.32
Carbon Dioxide,2001,3,376.91
Carbon Dioxide,2001,4,377.43
Carbon Dioxide,2001,5,377.69
Carbon Dioxide,2001,6,375.18
Carbon Dioxide,2001,7,366.87
Carbon Dioxide,2001,8,361.08
Carbon Dioxide,2001,9,363.13
Carbon Dioxide,2001,10,368.64
Carbon Dioxide,2001,11,373.19
Carbon Dioxide,2001,12,376.59
Carbon Dioxide,2002,1,378.05
Carbon Dioxide,2002,2,378.18
Carbon Dioxide,2002,3,378.97
Carbon Dioxide,2002,4,379
Carbon Dioxide,2002,5,378.52
Carbon Dioxide,2002,6,376.98
Carbon Dioxide,2002,7,370.09
Carbon Dioxide,2002,8,363.4
Carbon Dioxide,2002,9,365.77
Carbon Dioxide,2002,10,371.68
Carbon Dioxide,2002,11,375.38
Carbon Dioxide,2002,12,377.89
Carbon Dioxide,2003,1,379.76
Carbon Dioxide,2003,2,381.92
Carbon Dioxide,2003,3,382.27
Carbon Dioxide,2003,4,381.56
Carbon Dioxide,2003,5,382.23
Carbon Dioxide,2003,6,379.8
Carbon Dioxide,2003,7,371.75
Carbon Dioxide,2003,8,366.79
Carbon Dioxide,2003,9,368.55
Carbon Dioxide,2003,10,373.53
Carbon Dioxide,2003,11,378.69
Carbon Dioxide,2003,12,382.19
Carbon Dioxide,2004,1,382.88
Carbon Dioxide,2004,2,382.62
Carbon Dioxide,2004,3,382.66
Carbon Dioxide,2004,4,383.71
Carbon Dioxide,2004,5,384.08
Carbon Dioxide,2004,6,379.88
Carbon Dioxide,2004,7,371.88
Carbon Dioxide,2004,8,366.59
Carbon Dioxide,2004,9,368.72
Carbon Dioxide,2004,10,373.77
Carbon Dioxide,2004,11,378.85
Carbon Dioxide,2004,12,381.86
Carbon Dioxide,2005,1,383.76
Carbon Dioxide,2005,2,385.1
Carbon Dioxide,2005,3,385.45
Carbon Dioxide,2005,4,385.51
Carbon Dioxide,2005,5,385.54
Carbon Dioxide,2005,6,383.17
Carbon Dioxide,2005,7,376.2
Carbon Dioxide,2005,8,369.8
Carbon Dioxide,2005,9,372.5
Carbon Dioxide,2005,10,378.48
Carbon Dioxide,2005,11,382.98
Carbon Dioxide,2005,12,385.73
Carbon Dioxide,2006,1,386.58
Carbon Dioxide,2006,2,387.21
Carbon Dioxide,2006,3,387.59
Carbon Dioxide,2006,4,387.48
Carbon Dioxide,2006,5,388.49
Carbon Dioxide,2006,6,387.16
Carbon Dioxide,2006,7,378.91
Carbon Dioxide,2006,8,372.81
Carbon Dioxide,2006,9,376.76
Carbon Dioxide,2006,10,382.95
Carbon Dioxide,2006,11,385.03
Carbon Dioxide,2006,12,387.85
Carbon Dioxide,2007,1,389.57
Carbon Dioxide,2007,2,388.82
Carbon Dioxide,2007,3,389.62
Carbon Dioxide,2007,4,390.34
Carbon Dioxide,2007,5,389.9
Carbon Dioxide,2007,6,386.55
Carbon Dioxide,2007,7,378.21
Carbon Dioxide,2007,8,373.57
Carbon Dioxide,2007,9,376.02
Carbon Dioxide,2007,10,380.73
Carbon Dioxide,2007,11,385.12
Carbon Dioxide,2007,12,388.97
Carbon Dioxide,2008,1,391.53
Carbon Dioxide,2008,2,392.97
Carbon Dioxide,2008,3,393.29
Carbon Dioxide,2008,4,393.32
Carbon Dioxide,2008,5,393.01
Carbon Dioxide,2008,6,389.32
Carbon Dioxide,2008,7,381.77
Carbon Dioxide,2008,8,376.57
Carbon Dioxide,2008,9,377.49
Carbon Dioxide,2008,10,382.21
Carbon Dioxide,2008,11,387.03
Carbon Dioxide,2008,12,391.63
Carbon Dioxide,2009,1,393
Carbon Dioxide,2009,2,392.77
Carbon Dioxide,2009,3,393.66
Carbon Dioxide,2009,4,394.59
Carbon Dioxide,2009,5,394.17
Carbon Dioxide,2009,6,391.59
Carbon Dioxide,2009,7,383.8
Carbon Dioxide,2009,8,376.49
Carbon Dioxide,2009,9,378.95
Carbon Dioxide,2009,10,383.91
Carbon Dioxide,2009,11,387.68
Carbon Dioxide,2009,12,392.32
Carbon Dioxide,2010,1,394.31
Carbon Dioxide,2010,2,394.16
Carbon Dioxide,2010,3,394.93
Carbon Dioxide,2010,4,396.13
Carbon Dioxide,2010,5,395.7
Carbon Dioxide,2010,6,392.5
Carbon Dioxide,2010,7,385.45
Carbon Dioxide,2010,8,379.87
Carbon Dioxide,2010,9,383.28
Carbon Dioxide,2010,10,388.22
Carbon Dioxide,2010,11,392.78
Carbon Dioxide,2010,12,397.06
Carbon Dioxide,2011,1,397.76
Carbon Dioxide,2011,2,397.52
Carbon Dioxide,2011,3,398.47
Carbon Dioxide,2011,4,398.84
Carbon Dioxide,2011,5,398.26
Carbon Dioxide,2011,6,394.53
Carbon Dioxide,2011,7,386.03
Carbon Dioxide,2011,8,380.1
Carbon Dioxide,2011,9,383.69
Carbon Dioxide,2011,10,389.67
Carbon Dioxide,2011,11,394.59
Carbon Dioxide,2011,12,397.61
Carbon Dioxide,2012,1,398.96
Carbon Dioxide,2012,2,399.03
Carbon Dioxide,2012,3,399.07
Carbon Dioxide,2012,4,400.12
Carbon Dioxide,2012,5,400.93
Carbon Dioxide,2012,6,397.35
Carbon Dioxide,2012,7,387.39
Carbon Dioxide,2012,8,381.51
Carbon Dioxide,2012,9,385.82
Carbon Dioxide,2012,10,393.71
Carbon Dioxide,2012,11,397.99
Carbon Dioxide,2012,12,399.22
Carbon Dioxide,2013,1,400.19
Carbon Dioxide,2013,2,402.01
Carbon Dioxide,2013,3,402.91
Carbon Dioxide,2013,4,402.57
Carbon Dioxide,2013,5,403.11
Carbon Dioxide,2013,6,400.19
Carbon Dioxide,2013,7,392.09
Carbon Dioxide,2013,8,387.35
Carbon Dioxide,2013,9,389.09
Carbon Dioxide,2013,10,394.64
Carbon Dioxide,2013,11,399.55
Carbon Dioxide,2013,12,402.1
Carbon Dioxide,2014,1,403.28
Carbon Dioxide,2014,2,404.69
Carbon Dioxide,2014,3,405.14
Carbon Dioxide,2014,4,405.23
Carbon Dioxide,2014,5,405.56
Carbon Dioxide,2014,6,402.62
Carbon Dioxide,2014,7,394.97
Carbon Dioxide,2014,8,389.22
Carbon Dioxide,2014,9,389.77
Carbon Dioxide,2014,10,395.18
Carbon Dioxide,2014,11,400.91
Carbon Dioxide,2014,12,404.46
Carbon Dioxide,2015,1,405.5
Carbon Dioxide,2015,2,406.84
Carbon Dioxide,2015,3,407.32
Carbon Dioxide,2015,4,407.17
Carbon Dioxide,2015,5,407.32
Carbon Dioxide,2015,6,402.99
Carbon Dioxide,2015,7,394.09
Carbon Dioxide,2015,8,390.11
Carbon Dioxide,2015,9,392.72
Carbon Dioxide,2015,10,397.61
Carbon Dioxide,2015,11,403.63
Carbon Dioxide,2015,12,407.64
Carbon Dioxide,2016,1,408.63
Carbon Dioxide,2016,2,408.42
Carbon Dioxide,2016,3,408.85
Carbon Dioxide,2016,4,409.33
Carbon Dioxide,2016,5,409.42
Carbon Dioxide,2016,6,406.3
Carbon Dioxide,2016,7,398.35
Carbon Dioxide,2016,8,392.64
Carbon Dioxide,2016,9,397.21
Carbon Dioxide,2016,10,404.6
Carbon Dioxide,2016,11,407.93
Carbon Dioxide,2016,12,410.48
Carbon Dioxide,2017,1,412.99
Carbon Dioxide,2017,2,414.05
Carbon Dioxide,2017,3,414.21
Carbon Dioxide,2017,4,413.64
Carbon Dioxide,2017,5,413.3
Carbon Dioxide,2017,6,410.33
Carbon Dioxide,2017,7,402.01
Carbon Dioxide,2017,8,396.01
Carbon Dioxide,2017,9,397.38
Carbon Dioxide,2017,10,403.95
Carbon Dioxide,2017,11,409.74
Carbon Dioxide,2017,12,411.59
Carbon Dioxide,2018,1,412.69
Carbon Dioxide,2018,2,413.77
Carbon Dioxide,2018,3,414.6
Carbon Dioxide,2018,4,415.7
Carbon Dioxide,2018,5,416.3
Carbon Dioxide,2018,6,413.5
Carbon Dioxide,2018,7,404.84
Carbon Dioxide,2018,8,398.46
Carbon Dioxide,2018,9,400.18
Carbon Dioxide,2018,10,406.27
Carbon Dioxide,2018,11,411.95
Carbon Dioxide,2018,12,415.34
Carbon Dioxide,2019,1,416.84
Carbon Dioxide,2019,2,417.53
Carbon Dioxide,2019,3,418.05
Carbon Dioxide,2019,4,418.08
Carbon Dioxide,2019,5,417.35
Carbon Dioxide,2019,6,412.9
Carbon Dioxide,2019,7,403.32
Carbon Dioxide,2019,8,398.88
Carbon Dioxide,2019,9,404.3
Carbon Dioxide,2019,10,410.5
Carbon Dioxide,2019,11,413.44
Carbon Dioxide,2019,12,416.4
