gas_name,gas_year,gas_month,gas_average
Carbon Monoxide ,1997,7,86.87
Carbon Monoxide ,1997,8,82.94
Carbon Monoxide ,1997,9,92.36
Carbon Monoxide ,1997,10,106
Carbon Monoxide ,1997,11,125.06
Carbon Monoxide ,1997,12,147.9
Carbon Monoxide ,1998,1,170.55
Carbon Monoxide ,1998,2,178.54
Carbon Monoxide ,1998,3,176.78
Carbon Monoxide ,1998,4,174.06
Carbon Monoxide ,1998,5,159.39
Carbon Monoxide ,1998,6,127.13
Carbon Monoxide ,1998,7,103.16
Carbon Monoxide ,1998,8,111.05
Carbon Monoxide ,1998,9,137.43
Carbon Monoxide ,1998,10,163.16
Carbon Monoxide ,1998,11,174.92
Carbon Monoxide ,1998,12,178.83
Carbon Monoxide ,1999,1,183.02
Carbon Monoxide ,1999,2,185.8
Carbon Monoxide ,1999,3,186.25
Carbon Monoxide ,1999,4,178.61
Carbon Monoxide ,1999,5,152.15
Carbon Monoxide ,1999,6,118.02
Carbon Monoxide ,1999,7,92.79
Carbon Monoxide ,1999,8,88.84
Carbon Monoxide ,1999,9,93.53
Carbon Monoxide ,1999,10,100.81
Carbon Monoxide ,1999,11,116.38
Carbon Monoxide ,1999,12,141.44
Carbon Monoxide ,2000,1,162.39
Carbon Monoxide ,2000,2,168.17
Carbon Monoxide ,2000,3,164.62
Carbon Monoxide ,2000,4,158.95
Carbon Monoxide ,2000,5,145.64
Carbon Monoxide ,2000,6,114.13
Carbon Monoxide ,2000,7,86.67
Carbon Monoxide ,2000,8,83.45
Carbon Monoxide ,2000,9,92.06
Carbon Monoxide ,2000,10,101.03
Carbon Monoxide ,2000,11,112.4
Carbon Monoxide ,2000,12,129.05
Carbon Monoxide ,2001,1,144.82
Carbon Monoxide ,2001,2,155.59
Carbon Monoxide ,2001,3,163.17
Carbon Monoxide ,2001,4,163.4
Carbon Monoxide ,2001,5,148.32
Carbon Monoxide ,2001,6,114.51
Carbon Monoxide ,2001,7,87.39
Carbon Monoxide ,2001,8,85.43
Carbon Monoxide ,2001,9,95.46
Carbon Monoxide ,2001,10,104.5
Carbon Monoxide ,2001,11,119.43
Carbon Monoxide ,2001,12,141.16
Carbon Monoxide ,2002,1,156.71
Carbon Monoxide ,2002,2,162.68
Carbon Monoxide ,2002,3,162.84
Carbon Monoxide ,2002,4,157.42
Carbon Monoxide ,2002,5,136.22
Carbon Monoxide ,2002,6,103.13
Carbon Monoxide ,2002,7,87.56
Carbon Monoxide ,2002,8,103.99
Carbon Monoxide ,2002,9,131.08
Carbon Monoxide ,2002,10,142.06
Carbon Monoxide ,2002,11,145.61
Carbon Monoxide ,2002,12,155
Carbon Monoxide ,2003,1,174.55
Carbon Monoxide ,2003,2,190.93
Carbon Monoxide ,2003,3,190.41
Carbon Monoxide ,2003,4,178.41
Carbon Monoxide ,2003,5,156.81
Carbon Monoxide ,2003,6,129.28
Carbon Monoxide ,2003,7,112.31
Carbon Monoxide ,2003,8,114.56
Carbon Monoxide ,2003,9,126.6
Carbon Monoxide ,2003,10,134.57
Carbon Monoxide ,2003,11,142.61
Carbon Monoxide ,2003,12,152.16
Carbon Monoxide ,2004,1,159.26
Carbon Monoxide ,2004,2,162.03
Carbon Monoxide ,2004,3,165.76
Carbon Monoxide ,2004,4,166.31
Carbon Monoxide ,2004,5,146.03
Carbon Monoxide ,2004,6,112.96
Carbon Monoxide ,2004,7,91.82
Carbon Monoxide ,2004,8,95.68
Carbon Monoxide ,2004,9,103.69
Carbon Monoxide ,2004,10,109.7
Carbon Monoxide ,2004,11,120.31
Carbon Monoxide ,2004,12,137.48
Carbon Monoxide ,2005,1,155.11
Carbon Monoxide ,2005,2,165.87
Carbon Monoxide ,2005,3,170.55
Carbon Monoxide ,2005,4,164.97
Carbon Monoxide ,2005,5,139.67
Carbon Monoxide ,2005,6,106.23
Carbon Monoxide ,2005,7,86.08
Carbon Monoxide ,2005,8,90.22
Carbon Monoxide ,2005,9,98.41
Carbon Monoxide ,2005,10,107.09
Carbon Monoxide ,2005,11,123.9
Carbon Monoxide ,2005,12,143.7
Carbon Monoxide ,2006,1,153.91
Carbon Monoxide ,2006,2,159.02
Carbon Monoxide ,2006,3,164.13
Carbon Monoxide ,2006,4,162.2
Carbon Monoxide ,2006,5,146.47
Carbon Monoxide ,2006,6,114.42
Carbon Monoxide ,2006,7,88.75
Carbon Monoxide ,2006,8,85.9
Carbon Monoxide ,2006,9,94
Carbon Monoxide ,2006,10,103.99
Carbon Monoxide ,2006,11,118.78
Carbon Monoxide ,2006,12,136.95
Carbon Monoxide ,2007,1,147.15
Carbon Monoxide ,2007,2,154.16
Carbon Monoxide ,2007,3,164.45
Carbon Monoxide ,2007,4,164.34
Carbon Monoxide ,2007,5,145.31
Carbon Monoxide ,2007,6,111.86
Carbon Monoxide ,2007,7,87.85
Carbon Monoxide ,2007,8,85.7
Carbon Monoxide ,2007,9,94
Carbon Monoxide ,2007,10,103.16
Carbon Monoxide ,2007,11,116.91
Carbon Monoxide ,2007,12,137.87
Carbon Monoxide ,2008,1,161.34
Carbon Monoxide ,2008,2,176.46
Carbon Monoxide ,2008,3,172.08
Carbon Monoxide ,2008,4,161.59
Carbon Monoxide ,2008,5,143.83
Carbon Monoxide ,2008,6,113.85
Carbon Monoxide ,2008,7,91.33
Carbon Monoxide ,2008,8,86.72
Carbon Monoxide ,2008,9,90.96
Carbon Monoxide ,2008,10,96.6
Carbon Monoxide ,2008,11,111.2
Carbon Monoxide ,2008,12,129.21
Carbon Monoxide ,2009,1,144.35
Carbon Monoxide ,2009,2,153.23
Carbon Monoxide ,2009,3,157.29
Carbon Monoxide ,2009,4,154.73
Carbon Monoxide ,2009,5,134.36
Carbon Monoxide ,2009,6,100.85
Carbon Monoxide ,2009,7,83.74
Carbon Monoxide ,2009,8,90.69
Carbon Monoxide ,2009,9,97.4
Carbon Monoxide ,2009,10,97.13
Carbon Monoxide ,2009,11,105.42
Carbon Monoxide ,2009,12,125.24
Carbon Monoxide ,2010,1,144.29
Carbon Monoxide ,2010,2,150.92
Carbon Monoxide ,2010,3,154.52
Carbon Monoxide ,2010,4,154.66
Carbon Monoxide ,2010,5,136.61
Carbon Monoxide ,2010,6,110.43
Carbon Monoxide ,2010,7,95.38
Carbon Monoxide ,2010,8,101.38
Carbon Monoxide ,2010,9,110.02
Carbon Monoxide ,2010,10,112.72
Carbon Monoxide ,2010,11,120.01
Carbon Monoxide ,2010,12,135.02
Carbon Monoxide ,2011,1,145.16
Carbon Monoxide ,2011,2,150.7
Carbon Monoxide ,2011,3,156.72
Carbon Monoxide ,2011,4,153.25
Carbon Monoxide ,2011,5,130.57
Carbon Monoxide ,2011,6,103.04
Carbon Monoxide ,2011,7,84.77
Carbon Monoxide ,2011,8,83.58
Carbon Monoxide ,2011,9,89.63
Carbon Monoxide ,2011,10,100.16
Carbon Monoxide ,2011,11,116.11
Carbon Monoxide ,2011,12,131.33
Carbon Monoxide ,2012,1,136.4
Carbon Monoxide ,2012,2,139.87
Carbon Monoxide ,2012,3,149.15
Carbon Monoxide ,2012,4,151.83
Carbon Monoxide ,2012,5,134.47
Carbon Monoxide ,2012,6,101.76
Carbon Monoxide ,2012,7,88.32
Carbon Monoxide ,2012,8,105.77
Carbon Monoxide ,2012,9,122.83
Carbon Monoxide ,2012,10,124
Carbon Monoxide ,2012,11,122.85
Carbon Monoxide ,2012,12,129.41
Carbon Monoxide ,2013,1,141.14
Carbon Monoxide ,2013,2,151.61
Carbon Monoxide ,2013,3,154.57
Carbon Monoxide ,2013,4,148.52
Carbon Monoxide ,2013,5,130.19
Carbon Monoxide ,2013,6,103.78
Carbon Monoxide ,2013,7,89.97
Carbon Monoxide ,2013,8,92.56
Carbon Monoxide ,2013,9,98.74
Carbon Monoxide ,2013,10,102.42
Carbon Monoxide ,2013,11,111.13
Carbon Monoxide ,2013,12,122.35
Carbon Monoxide ,2014,1,132.16
Carbon Monoxide ,2014,2,140.88
Carbon Monoxide ,2014,3,145.14
Carbon Monoxide ,2014,4,144.02
Carbon Monoxide ,2014,5,129.36
Carbon Monoxide ,2014,6,99.11
Carbon Monoxide ,2014,7,81.76
Carbon Monoxide ,2014,8,94.34
Carbon Monoxide ,2014,9,112.66
Carbon Monoxide ,2014,10,116.39
Carbon Monoxide ,2014,11,122.42
Carbon Monoxide ,2014,12,133.16
Carbon Monoxide ,2015,1,144.12
Carbon Monoxide ,2015,2,153.24
Carbon Monoxide ,2015,3,155.33
Carbon Monoxide ,2015,4,147.41
Carbon Monoxide ,2015,5,127.93
Carbon Monoxide ,2015,6,106.93
Carbon Monoxide ,2015,7,97.39
Carbon Monoxide ,2015,8,97.83
Carbon Monoxide ,2015,9,100.36
Carbon Monoxide ,2015,10,106.76
Carbon Monoxide ,2015,11,119.31
Carbon Monoxide ,2015,12,131.83
Carbon Monoxide ,2016,1,140.87
Carbon Monoxide ,2016,2,144.85
Carbon Monoxide ,2016,3,146.55
Carbon Monoxide ,2016,4,142.26
Carbon Monoxide ,2016,5,124.6
Carbon Monoxide ,2016,6,100.88
Carbon Monoxide ,2016,7,83.28
Carbon Monoxide ,2016,8,85.51
Carbon Monoxide ,2016,9,98.16
Carbon Monoxide ,2016,10,107.4
Carbon Monoxide ,2016,11,116.78
Carbon Monoxide ,2016,12,132.61
Carbon Monoxide ,2017,1,146.05
Carbon Monoxide ,2017,2,153.03
Carbon Monoxide ,2017,3,152.6
Carbon Monoxide ,2017,4,138.75
Carbon Monoxide ,2017,5,117.23
Carbon Monoxide ,2017,6,90.97
Carbon Monoxide ,2017,7,76.47
Carbon Monoxide ,2017,8,84.77
Carbon Monoxide ,2017,9,104.67
Carbon Monoxide ,2017,10,116.96
Carbon Monoxide ,2017,11,121.53
Carbon Monoxide ,2017,12,125.71
Carbon Monoxide ,2018,1,132.31
Carbon Monoxide ,2018,2,140.66
Carbon Monoxide ,2018,3,146.89
Carbon Monoxide ,2018,4,143.59
Carbon Monoxide ,2018,5,127.24
Carbon Monoxide ,2018,6,98.01
Carbon Monoxide ,2018,7,79.39
Carbon Monoxide ,2018,8,87.92
Carbon Monoxide ,2018,9,105.13
Carbon Monoxide ,2018,10,111.24
Carbon Monoxide ,2018,11,115.2
Carbon Monoxide ,2018,12,126.4
Carbon Monoxide ,2019,1,136.76
Carbon Monoxide ,2019,2,142.44
Carbon Monoxide ,2019,3,144.31
Carbon Monoxide ,2019,4,136.53
Carbon Monoxide ,2019,5,114.05
Carbon Monoxide ,2019,6,92.28
Carbon Monoxide ,2019,7,91.28
Carbon Monoxide ,2019,8,107.82
Carbon Monoxide ,2019,9,118.38
Carbon Monoxide ,2019,10,114.8
Carbon Monoxide ,2019,11,111.06
Carbon Monoxide ,2019,12,118.8
