gas_name,gas_year,gas_month,gas_average
Nitrous Oxide ,2017,2,330.42
Nitrous Oxide ,2017,3,330.39
Nitrous Oxide ,2017,4,330.25
Nitrous Oxide ,2017,5,330.19
Nitrous Oxide ,2017,6,330.2
Nitrous Oxide ,2017,7,330.09
Nitrous Oxide ,2017,8,329.91
Nitrous Oxide ,2017,9,330.01
Nitrous Oxide ,2017,10,330.33
Nitrous Oxide ,2017,11,330.61
Nitrous Oxide ,2017,12,330.7
Nitrous Oxide ,2018,1,330.77
Nitrous Oxide ,2018,2,330.9
Nitrous Oxide ,2018,3,331.07
Nitrous Oxide ,2018,4,331.32
Nitrous Oxide ,2018,5,331.48
Nitrous Oxide ,2018,6,331.22
Nitrous Oxide ,2018,7,330.83
Nitrous Oxide ,2018,8,330.69
Nitrous Oxide ,2018,9,330.94
Nitrous Oxide ,2018,10,331.34
Nitrous Oxide ,2018,11,331.64
Nitrous Oxide ,2018,12,331.88
Nitrous Oxide ,2019,1,332.23
Nitrous Oxide ,2019,2,332.5
Nitrous Oxide ,2019,3,332.54
Nitrous Oxide ,2019,4,332.52
Nitrous Oxide ,2019,5,332.53
Nitrous Oxide ,2019,6,332.43
Nitrous Oxide ,2019,7,332.16
Nitrous Oxide ,2019,8,331.91
Nitrous Oxide ,2019,9,331.91
Nitrous Oxide ,2019,10,332.17
Nitrous Oxide ,2019,11,332.53
Nitrous Oxide ,2019,12,332.83
